topic_id,DFID region,score,share,total_score,total_share,deviation,id,title,top_words,Topic ID,Aggregated meta-topic,Aggregated topic,Topic,color,short_title
213164,"Eastern and Southern
Europe (excluding Russia)",1.7701319442674928,0.004562909305832562,46.02384840450523,0.009204463996085377,0.49572786723628337,213164,"Symptom, Symptoms","['symptom', 'depress', 'associ', 'respiratori', 'posttraumat', 'score', 'particip', 'report', 'parent', 'pts']",213164,Other,Methods,Symptoms,#bdbdbd,Symptom
213162,"Eastern and Southern
Europe (excluding Russia)",2.455634392521961,0.006329944531901928,63.38852402067381,0.012677283785251021,0.49931394130865,213162,"Child, Child health","['children', 'child', 'age', 'school', 'childhood', 'parent', 'year', 'pneumonia', 'stunt', 'among']",213162,Health impact,Maternal & child health,Child health,#fed9a6,Child
213158,"Eastern and Southern
Europe (excluding Russia)",3.2330905311591334,0.008334010873596134,78.70620371077726,0.015740717985102157,0.5294555738489108,213158,"Vulnerability, Vulnerability","['vulner', 'social', 'hazard', 'indic', 'index', 'popul', 'livelihood', 'capac', 'assess', 'econom']",213158,Mediating pathways,Social vulnerability,Vulnerability,#b3cde3,Vulnerability
213169,"Eastern and Southern
Europe (excluding Russia)",3.4151656249352427,0.008803349977069089,77.40548071907742,0.015480582026006443,0.568670477781778,213169,"Adaptation, Adaptation","['adapt', 'strategi', 'plan', 'polici', 'capac', 'climat', 'chang', 'govern', 'develop', 'local']",213169,Intervention option,Policy & practice,Adaptation,#ccebc5,Adaptation
213144,"Eastern and Southern
Europe (excluding Russia)",6.195973030823269,0.015971500368991032,139.5712953315662,0.02791333205070796,0.5721817925562186,213144,"Public health, Public health","['health', 'public', 'review', 'impact', 'research', 'system', 'environment', 'literatur', 'care', 'outcom']",213144,Health impact,Health system demand,Public health ,#fed9a6,Public health
213173,"Eastern and Southern
Europe (excluding Russia)",1.8045277248070883,0.004651572090329364,40.38990663905842,0.008077713062953488,0.5758526025964817,213173,"Drought, Drought","['drought', 'impact', 'veget', 'sever', 'agricultur', 'index', 'vhi', 'shock', 'rural', 'region']",213173,Exposure,Drought,Drought,#fbb4ae,Drought
213128,"Eastern and Southern
Europe (excluding Russia)",3.3560397352756297,0.008650939828765077,71.45369474470817,0.01429026436217273,0.6053729734814902,213128,"Dengue, Dengue","['dengu', 'fever', 'outbreak', 'denv', 'epidem', 'aed', 'control', 'vector', 'serotyp', 'aegypti']",213128,Health impact,Infectious,Dengue,#fed9a6,Dengue
213181,"Eastern and Southern
Europe (excluding Russia)",2.3291370988815117,0.006003869585803211,49.439581494319235,0.009887587927163528,0.6072127631157818,213181,"In-/out-door, Indoor/outdoor (pollution & heat)","['indoor', 'outdoor', 'home', 'build', 'hous', 'ventil', 'environ', 'school', 'humid', 'measur']",213181,Mediating pathways,Geographic exposure,Building design,#b3cde3,In-/out-door
213157,"Eastern and Southern
Europe (excluding Russia)",2.4243407360860156,0.006249278163144773,47.965932484047656,0.009592867912907097,0.6514504546379127,213157,"Fire, Wildfires","['fire', 'wildfir', 'smoke', 'burn', 'forest', 'biomass', 'wildland', 'impact', 'qualiti', 'plume']",213157,Exposure,Drought,Wildfires,#fbb4ae,Fire
213122,"Eastern and Southern
Europe (excluding Russia)",7.580379354938574,0.01954011598536714,142.9098677048138,0.02858102435096494,0.6836744458638493,213122,"Climate change, General climate change","['climat', 'chang', 'impact', 'global', 'increas', 'human', 'mitig', 'futur', 'affect', 'consequ']",213122,Exposure,General climate change,General climate change,#fbb4ae,Climate change
213190,"Eastern and Southern
Europe (excluding Russia)",4.907820575969665,0.012651000536977177,90.91773989170672,0.01818294411374672,0.6957619436014618,213190,"Energy, Energy policy & co-benefits","['energi', 'cost', 'polici', 'benefit', 'cobenefit', 'mitig', 'electr', 'reduc', 'reduct', 'econom']",213190,Intervention option,Mitigation co-benefits,Energy policy & co-benefits,#ccebc5,Energy
213137,"Eastern and Southern
Europe (excluding Russia)",4.086082495450396,0.010532787628215754,72.67621615891672,0.01453476052517557,0.7246619309600578,213137,"Mosquito, Mosquito vector dynamics","['mosquito', 'vector', 'abund', 'speci', 'aed', 'aegypti', 'albopictus', 'popul', 'trap', 'densiti']",213137,Health impact,Infectious,Mosquito vector dynamics,#fed9a6,Mosquito
213184,"Eastern and Southern
Europe (excluding Russia)",2.882552178881009,0.007430420203510264,49.81261672038124,0.00996219249472123,0.7458619382678561,213184,"Injury, Occupational injury","['injuri', 'worker', 'occup', 'work', 'accid', 'workplac', 'safeti', 'wbgt', 'ill', 'workrel']",213184,Health impact,Occupational health & injury,Occupational injury,#fed9a6,Injury
213161,"Eastern and Southern
Europe (excluding Russia)",4.152235430585146,0.010703311551199022,67.09987506349799,0.013419529343472639,0.7975921716215177,213161,"Patients, Patients","['patient', 'acut', 'medic', 'clinic', 'care', 'day', 'pressur', 'number', 'diabet', 'admit']",213161,Health impact,Health system demand,Patients,#fed9a6,Patients
213138,"Eastern and Southern
Europe (excluding Russia)",7.596190054829154,0.01958087158547711,118.49610245605815,0.023698433454479754,0.826251727697035,213138,"Model, Modelling & forecasting","['model', 'predict', 'forecast', 'use', 'data', 'variabl', 'develop', 'accuraci', 'error', 'estim']",213138,Other,Methods,Modeling & forecasting,#bdbdbd,Model
213142,"Eastern and Southern
Europe (excluding Russia)",5.010092797188385,0.012914629963833362,76.847227868478,0.015368935163734243,0.8403074010168087,213142,"Transmission, Transmission","['transmiss', 'outbreak', 'virus', 'wnv', 'epidem', 'zika', 'vector', 'spread', 'human', 'chikungunya']",213142,Health impact,Infectious,Transmission,#fed9a6,Transmission
213160,"Eastern and Southern
Europe (excluding Russia)",3.946915246649573,0.010174053051012717,60.05113036504122,0.012009827220688139,0.8471439983322062,213160,"RSV, Respiratory viruses","['infect', 'rsv', 'respiratori', 'virus', 'preval', 'rate', 'syncyti', 'detect', 'viral', 'tract']",213160,Health impact,Respiratory,Respiratory viruses,#fed9a6,RSV
213189,"Eastern and Southern
Europe (excluding Russia)",1.7089754109683053,0.004405264721310476,25.970416472194465,0.0051939108020844435,0.8481594869789707,213189,"Leptospirosis, Leptospirosis","['leptospirosi', 'leptospira', 'human', 'anim', 'rodent', 'serovar', 'dog', 'zoonot', 'outbreak', 'rainfal']",213189,Health impact,Infectious,Leptospirosis,#fed9a6,Leptospirosis
213149,"Eastern and Southern
Europe (excluding Russia)",5.853200818772335,0.015087928654908869,85.4803968727429,0.017095511624126414,0.882566663498722,213149,"Extreme weather, Extreme weather events","['extrem', 'event', 'weather', 'precipit', 'frequenc', 'condit', 'increas', 'day', 'intens', 'impact']",213149,Exposure,Extreme precipitation & flooding,Extreme weather events,#fbb4ae,Extreme weather
213183,"Eastern and Southern
Europe (excluding Russia)",2.610222670507679,0.006728430246188926,37.70882019346359,0.007541513581285319,0.89218565658834,213183,"Asthma, Asthma","['asthma', 'childhood', 'exacerb', 'allerg', 'rhiniti', 'thunderstorm', 'associ', 'smoke', 'asthmat', 'preval']",213183,Health impact,Respiratory,Asthma,#fed9a6,Asthma
213135,"Eastern and Southern
Europe (excluding Russia)",6.9874323929111375,0.018011663137735074,99.01311957294723,0.01980196628146543,0.9095896277024734,213135,"Infectious, Infectious diseases general","['diseas', 'infecti', 'respiratori', 'cardiovascular', 'vectorborn', 'burden', 'heart', 'chronic', 'diarrheal', 'prevent']",213135,Health impact,Infectious,Infectious diseases general,#fed9a6,Infectious
213163,"Eastern and Southern
Europe (excluding Russia)",5.867797351302107,0.015125554468243676,82.59280879847552,0.016518013188282492,0.9157005927912326,213163,"Incidence, Disease incidence","['incid', 'rate', 'provinc', 'per', 'irr', 'annual', 'year', 'correl', 'week', 'increas']",213163,Other,Methods,Disease incidence,#bdbdbd,Incidence
213159,"Eastern and Southern
Europe (excluding Russia)",3.6961897078697485,0.00952775213665813,51.18802604005537,0.010237265223354273,0.9306931029707494,213159,"Health facilities, Visit to health care facilities","['visit', 'emerg', 'outpati', 'depart', 'respiratori', 'room', 'increas', 'hospit', 'associ', 'daili']",213159,Health impact,Health system demand,Visits to health care facilities,#fed9a6,Health facilities
213168,"Eastern and Southern
Europe (excluding Russia)",8.91850935956465,0.022989444082233246,119.85115659249975,0.023969435281662947,0.9591149650413578,213168,"Spatial, Spatial analyses","['spatial', 'area', 'region', 'distribut', 'map', 'cluster', 'use', 'environment', 'geograph', 'data']",213168,Other,Methods,Spatial analyses,#bdbdbd,Spatial
213188,"Eastern and Southern
Europe (excluding Russia)",8.123686191994878,0.020940610355719026,108.28745837567492,0.021656772442978173,0.9669312641509815,213188,"Age & sex, Age & sex","['age', 'preval', 'group', 'year', 'women', 'among', 'older', 'adult', 'studi', 'particip']",213188,Mediating pathways,Demographic vulnerability,Age & Sex,#b3cde3,Age & sex
213165,"Eastern and Southern
Europe (excluding Russia)",2.94416684013448,0.007589245714862483,39.178048074058076,0.007835349398970938,0.968590592253515,213165,"PAH, Polycyclic aromatic hydrocarbons ","['pah', 'sourc', 'combust', 'aromat', 'hydrocarbon', 'polycycl', 'sampl', 'cancer', 'burn', 'biomass']",213165,Exposure,Emissions,PAH,#fbb4ae,PAH
213185,"Eastern and Southern
Europe (excluding Russia)",7.2923381182446025,0.018797625549198935,96.81799649953197,0.019362956246523434,0.9708034924973813,213185,"Exposure, Exposure","['exposur', 'associ', 'estim', 'ambient', 'increas', 'person', 'shortterm', 'adjust', 'studi', 'use']",213185,Other,Methods,Exposure,#bdbdbd,Exposure
213176,"Eastern and Southern
Europe (excluding Russia)",3.2996090610696593,0.00850547719853421,42.33482289202391,0.008466683395648869,1.0045819361693953,213176,"Dust storm, Dust storms","['dust', 'storm', 'desert', 'sourc', 'event', 'asian', 'saharan', 'miner', 'aerosol', 'road']",213176,Exposure,Drought,Dust storms,#fbb4ae,Dust storm
213155,"Eastern and Southern
Europe (excluding Russia)",2.4418437903892998,0.006294396183651429,31.117389400543868,0.006223271202184768,1.0114288738439827,213155,"Stroke, Stroke","['stroke', 'ischem', 'hemorrhag', 'associ', 'subtyp', 'day', 'onset', 'ich', 'sah', 'cerebrovascular']",213155,Health impact,Chronic,Stroke,#fed9a6,Stroke
213186,"Eastern and Southern
Europe (excluding Russia)",7.097699890512721,0.01829590217006627,89.79804468455245,0.017959012509195547,1.0187588076292182,213186,"Rainfall, Monthly rainfall","['month', 'rainfal', 'period', 'correl', 'variabl', 'trend', 'mean', 'averag', 'precipit', 'maximum']",213186,Exposure,Precipitation variabilty,Montly rainfall,#fbb4ae,Rainfall
213170,"Eastern and Southern
Europe (excluding Russia)",8.767923430882107,0.022601275314623467,110.1009872376934,0.022019466170143255,1.0264224908989439,213170,"Risk, Risk assessment & risk perception","['risk', 'factor', 'percept', 'hazard', 'assess', 'high', 'relat', 'increas', 'map', 'higher']",213170,Other,Methods,Risk assessment & risk perception,#bdbdbd,Risk
213124,"Eastern and Southern
Europe (excluding Russia)",7.690576925315518,0.0198241747647036,95.18658130320193,0.019036684042919173,1.0413670111879247,213124,"NOx/Vehicles, Emissions (NOx & vehicles)","['emiss', 'nox', 'vehicl', 'sourc', 'fuel', 'reduct', 'ship', 'carbon', 'contribut', 'transport']",213124,Exposure,Emissions,Emissions (Nox & vehicles),#fbb4ae,NOx/Vehicles
213134,"Eastern and Southern
Europe (excluding Russia)",7.77755335481664,0.020048375881938953,94.70625358401307,0.01894062168935982,1.05848563002562,213134,"Case, Case data","['case', 'report', 'number', 'year', 'occur', 'confirm', 'surveil', 'period', 'dure', 'fever']",213134,Other,Methods,Case data,#bdbdbd,Case
213146,"Eastern and Southern
Europe (excluding Russia)",9.060506378294972,0.023355473021637076,104.6009780477548,0.020919500862549095,1.1164450421209118,213146,"Seasonality, Seasonality ","['season', 'winter', 'summer', 'variat', 'dure', 'pattern', 'spring', 'dri', 'peak', 'raini']",213146,Exposure,General seasonality & weather,Seasonality,#fbb4ae,Seasonality
213131,"Eastern and Southern
Europe (excluding Russia)",7.273610394098452,0.018749350669430637,82.3526908903619,0.016469991201493773,1.1383946985794464,213131,"Heat stress, Heat stress","['heat', 'stress', 'heatrel', 'ill', 'extrem', 'worker', 'dure', 'wbgt', 'island', 'work']",213131,Health impact,Chronic,Heat stress,#fed9a6,Heat stress
213179,"Eastern and Southern
Europe (excluding Russia)",7.307428555607537,0.01883652451223692,72.80364519362617,0.014560245485749277,1.293695530798091,213179,"RCP, Greenhouse pathways","['scenario', 'project', 'rcp', 'futur', 'pathway', 'increas', 'simul', 'popul', 'global', 'model']",213179,Intervention option,Mitigation co-benefits,Greenhouse pathways,#ccebc5,RCP
213129,"Eastern and Southern
Europe (excluding Russia)",9.46933567920975,0.02440932159359368,93.15580546361451,0.01863054236316836,1.3101777241788555,213129,"Urban, Urban areas","['urban', 'citi', 'uhi', 'area', 'island', 'green', 'rural', 'plan', 'land', 'space']",213129,Mediating pathways,Geographic exposure,Urban areas,#b3cde3,Urban
213130,"Eastern and Southern
Europe (excluding Russia)",11.126043702813803,0.0286798554836979,106.79073617147658,0.02135743794318574,1.3428509337117578,213130,"PM2.5-10, Particulate matter","['particulatematt', 'particul', 'matter', 'concentr', 'fine', 'pollut', 'diamet', 'μgm', 'level', 'respect']",213130,Exposure,Emissions,Particulate matter,#fbb4ae,PM2.5-10
213154,"Eastern and Southern
Europe (excluding Russia)",11.340980385184539,0.02923390265025533,107.88727479891851,0.021576738385597642,1.3548805258615364,213154,"Meteorology, Meteorological variables","['meteorolog', 'humid', 'correl', 'wind', 'factor', 'pressur', 'relat', 'speed', 'weather', 'atmospher']",213154,Exposure,General seasonality & weather,Meteorological variables,#fbb4ae,Meteorology
213147,"Eastern and Southern
Europe (excluding Russia)",4.792249512191648,0.01235309038168878,45.511175759487806,0.009101932872191383,1.3571941866798944,213147,"Birth, Birth & pregnancy","['birth', 'preterm', 'pregnanc', 'gestat', 'women', 'matern', 'weight', 'week', 'deliveri', 'trimest']",213147,Health impact,Maternal & child health,Birth & pregnancy,#fed9a6,Birth
213156,"Eastern and Southern
Europe (excluding Russia)",4.032456240186878,0.010394554012370742,37.92251643569399,0.007584251410386893,1.370544494099318,213156,"Influenza, Influenza","['influenza', 'epidem', 'week', 'activ', 'virus', 'pandem', 'vaccin', 'ili', 'surveil', 'temper']",213156,Health impact,Infectious,Influenza,#fed9a6,Influenza
213175,"Eastern and Southern
Europe (excluding Russia)",2.7267781101376634,0.007028877849462444,25.616040573332043,0.005123037976033672,1.3720136142547787,213175,"Suicide, Suicide","['suicid', 'associ', 'rate', 'attempt', 'male', 'men', 'hang', 'adjust', 'sunshin', 'studi']",213175,Health impact,Mental health,Suicide,#fed9a6,Suicide
213166,"Eastern and Southern
Europe (excluding Russia)",7.280133130253072,0.018766164474523412,67.66707669182229,0.013532965901853117,1.386700048653318,213166,"Warming, Increasing temperature","['degre', 'increas', 'temperatur', 'threshold', 'warm', 'maximum', 'abov', 'mean', 'per', 'averag']",213166,Exposure,Heat,Increasing temperatures,#fbb4ae,Warming
213145,"Eastern and Southern
Europe (excluding Russia)",10.206668931173832,0.02630996225926955,93.44365219501358,0.01868810979760512,1.4078450171906187,213145,"Temporal, Temporal analyses","['day', 'lag', 'associ', 'daili', 'effect', 'week', 'cumul', 'model', 'nonlinear', 'increas']",213145,Other,Methods,Temporal analyses,#bdbdbd,Temporal
213140,"Eastern and Southern
Europe (excluding Russia)",12.845507340460458,0.03311215594506566,116.62575375262,0.023324376136421226,1.4196373678505694,213140,"Temperature, Ambient temperature","['temperatur', 'effect', 'ambient', 'daili', 'mean', 'percentil', 'high', 'nonlinear', 'associ', 'minimum']",213140,Exposure,Heat,Ambient temperature,#fbb4ae,Temperature
213123,"Eastern and Southern
Europe (excluding Russia)",14.259557858353,0.03675718607285043,120.81875832905361,0.02416294920228041,1.5212210134258537,213123,"Air pollution, Air pollution","['pollut', 'air', 'qualiti', 'dioxid', 'level', 'citi', 'particul', 'effect', 'matter', 'nitrogen']",213123,Health impact,Respiratory,Air pollution,#fed9a6,Air pollution
